,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.2216345116683061,0.2197665809121388,0.21365845546442683,0.19932435836757453,0.18746606481615133,0.17118016874635594,0.15409029126972631,0.13603581492510294,0.11748643158972856,0.09840552002734537,0.08345881816443963,0.07585199725530917,0.076725176244269,0.08331981301795446,0.09375728515722473,0.1031758564324251,0.11174358989829423,0.12023726625792913,0.12023726625792913,0.12023726625792913
1,0.2216345116683061,0.2197665809121388,0.21365845546442683,0.19932435836757453,0.18746606481615133,0.17488209719935824,0.1605448873663041,0.1465339952630138,0.13129715100720876,0.11701183825609673,0.10508525137496963,0.09545771210887427,0.08880320406887121,0.08759882305619648,0.08848555847974807,0.09263625104329096,0.09858821488262354,0.10480005041956575,0.11162668250257848,0.11865157569806208
2,0.2216345116683061,0.2197665809121388,0.20941168227638998,0.19901692541085952,0.18856627138464202,0.17766794517052018,0.1664764443468045,0.15509087081791148,0.14356705032051678,0.1320365571523852,0.12143890090576775,0.11267862262489768,0.10608705401653469,0.10209434943893764,0.10071960315489867,0.10063721246559762,0.1015912349290007,0.10407982622764217,0.10731687326086553,0.1118284951193359
3,0.2216345116683061,0.2184244448130998,0.20799716396160897,0.1991406058393658,0.18950902409363954,0.18010523709628873,0.17039583523435828,0.15949987555294204,0.14906607425181692,0.139376066163573,0.13007434518835262,0.12223696899393993,0.11549106270947763,0.11064154350444132,0.1070683879488312,0.10616073840559008,0.10537155485795606,0.10638171494326941,0.10804012417608655,0.1102244306891586
4,0.2216345116683061,0.21663985024246557,0.20822196171125862,0.1996802579150642,0.19125540002306665,0.18229587503588032,0.1733319725429068,0.1642623668999325,0.1552114376746769,0.145912406468244,0.13819292791894977,0.13063360091445703,0.1242421694000786,0.11837655337907291,0.11435216305410857,0.11136675626128255,0.10996487337927546,0.10953894388306441,0.10978446375541018,0.1106695441179461
5,0.2216345116683061,0.2138935700011686,0.20703473333676123,0.19952460655217497,0.19177340903270934,0.18307403990812932,0.1753999326913898,0.1674393160309824,0.1589771328949743,0.15047622174409464,0.1426378108028103,0.13564897196044948,0.12960338707713911,0.12413985713663526,0.11916724303319312,0.11592006342950453,0.11393925323856594,0.1127004397336998,0.11241128486757385,0.11236899569583463
6,0.2216345116683061,0.21317424650452882,0.2066987187796341,0.19945604708617906,0.19205458937300318,0.18469931952450566,0.17720308244094987,0.16958753591429582,0.16190009693479857,0.15450561617416275,0.14706397648533456,0.14047172385898093,0.1339537298751593,0.12820879664414805,0.12372278937695748,0.11998474080702991,0.11744776155285597,0.1159872267975711,0.11518860849629972,0.11456540231106864
7,0.2216345116683061,0.21278068269618658,0.20751545541568744,0.20127071755725473,0.1940183284133854,0.18725554669093755,0.18035530269411734,0.17335133182495088,0.1662736852239105,0.1591882289567923,0.15236941471093335,0.14584003800672754,0.13980719839136704,0.13446212999260887,0.12942040055129686,0.125265194363438,0.12191634097101728,0.11941016079147339,0.11783894454460088,0.11679281720016488
8,0.2216345116683061,0.2126626964599753,0.20649550672633188,0.20113114031298346,0.19453283666789545,0.18793586916474084,0.18128174168267686,0.1745987459731808,0.16789005220922185,0.1612179740000678,0.1548553653158814,0.14843552152398506,0.14266853383009703,0.13742649532774906,0.13252789632350376,0.12803107533765354,0.1252965404583598,0.12190878446433087,0.12010961728396921,0.11886948941821401
9,0.2216345116683061,0.21280201871988016,0.20714007613524418,0.20094831773983116,0.19455279312490242,0.18808807878191408,0.18177056275680892,0.1757103260167519,0.16958583277655082,0.16350488809820876,0.15747779145097246,0.1514976747749905,0.14578865114833045,0.14064211758801182,0.13601373679259643,0.13194980383677313,0.1284524037642395,0.12555201632187546,0.12316287260273043,0.12149757148902969
10,0.2216345116683061,0.2131576731317305,0.2079314597571622,0.20211071902845085,0.19624340670352927,0.19005605761745062,0.18394705744389814,0.17798328275941372,0.17195969308470122,0.16611887143107207,0.1603022308552582,0.15455488056282377,0.14908670518574693,0.14403339349463362,0.139360946811918,0.13526645258573086,0.13178589209804786,0.12867748918716632,0.1260104589514849,0.12441385176339845
11,0.2216345116683061,0.21369956758535782,0.20876291273780265,0.20321840621039725,0.19751394515094783,0.1916619943781526,0.18583961759167936,0.17998221156665167,0.17408825490142235,0.16823281076950333,0.1625419761595928,0.15707954329464732,0.15191989078042956,0.14705765366266002,0.14249583323788534,0.13826365937954455,0.13462063760760656,0.1314925998986328,0.12892883131127078,0.1271049404980187
12,0.2216345116683061,0.21439992622748322,0.20960590004279178,0.20417883917941854,0.19851468303323005,0.1927604768366594,0.18700931699953088,0.18130645104061197,0.1756930504343492,0.170147870319665,0.16465331198750047,0.15937635782353174,0.15426208838876604,0.14947155758473976,0.14499471720740362,0.1408221778413464,0.13715351656076857,0.13404458394934257,0.13144306916637735,0.12914539220978333
13,0.2216345116683061,0.2152169527552712,0.21047738708050237,0.2050241577465542,0.199533728828987,0.19410450433769538,0.1885412385959017,0.18294834965505805,0.17742659445744124,0.17202794293376594,0.16670231722837564,0.16145753255641407,0.15635475448652886,0.1515210429839724,0.14710266138783332,0.14307260715063785,0.13942569647724448,0.13616442201223752,0.13333258230472983,0.1309193699639878
14,0.2216345116683061,0.216022267663468,0.21137502645974038,0.20616257048154094,0.20083347435107682,0.19542868166510916,0.18998736999702306,0.1845431689995282,0.17917283270801485,0.17391122735927939,0.16862527842439037,0.16345559991963707,0.15845841299898436,0.15371295784763833,0.14930366393277514,0.14534172509110665,0.14182794784071256,0.13873413661808806,0.13589837626354112,0.13320986655322747
15,0.2216345116683061,0.21666238308915928,0.2119432190560984,0.20687372495956563,0.20164081417917332,0.19637492696380246,0.1910902080614937,0.18581633919056784,0.1805822623592312,0.17543119549367195,0.17041133463424935,0.16543729451400632,0.16053365137280037,0.15579278223771978,0.15138458856176856,0.1473408802219324,0.1437185133374917,0.14052286442646333,0.13769540245192027,0.13499921593463127
16,0.2216345116683061,0.21674503680446927,0.21202903266831585,0.20706316672670042,0.20204352851199417,0.1969674289433463,0.19183694608583063,0.18664942082152405,0.1815160404693105,0.1764602639645658,0.17156178294440275,0.16676512641503682,0.16207800626300728,0.1574343648263004,0.1531084206134532,0.14898152862336855,0.1452904828343362,0.1420160328308444,0.1391245681916908,0.13652243541858827
17,0.2216345116683061,0.21664644658202742,0.21194390686865247,0.20712901477474907,0.20229462881074073,0.19743712592763385,0.19247595652406438,0.187412100305234,0.18243597791980515,0.17756275477385047,0.17263276953264595,0.16794887544111164,0.16333458145989427,0.1588763127288121,0.15459559850451277,0.15053999426250347,0.14684805405697918,0.14353703369238074,0.14071243447986714,0.13824783908459304
18,0.2216345116683061,0.21701270115615945,0.21241751722356303,0.20780978048438564,0.20316642954266287,0.19846618875989264,0.19370322138505428,0.18890133693941444,0.1841070449062974,0.17933782149484762,0.17452968643398586,0.1697736434683182,0.16516622568507733,0.16076012384441132,0.156505444097105,0.1524794479956184,0.14880719169511913,0.14546790123617384,0.14258109538506655,0.13993732978719098
19,0.2216345116683061,0.21701270115615945,0.21241751722356303,0.20780978048438564,0.20316642954266287,0.19846618875989264,0.19370322138505428,0.18890133693941444,0.1841070449062974,0.1797533516536787,0.17514143311280264,0.17058833186504513,0.16603656670619404,0.16150345824652412,0.1573008321184639,0.1534434224852284,0.14992995514130047,0.14675123822306563,0.14381257638286946,0.141
